Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,Description,PetID,PhotoAmt,AdoptionSpeed
1,Oreo,12,111,0,2,1,0,0,4,1,1,1,1,1,1,500,41326,b3b9d092e0cced7bb066e65e6793f527,0,Oreo Female Great Dane 1 year old,385028a00,3,0
1,Oreo,12,205,0,1,2,5,7,1,2,1,1,1,1,1,0,41401,40c6b34ff3137c917c902187725266ca,0,"To the kind person taking the time to read this, My name is Oreo and I'm just over one year old, male, pure Shih Tzu. I've only had one loving owner but since she's moved, the management of her new condo does not allow the keeping of pets. So I am hoping to find a new kind owner who is willing to adopt me. My owner has already vaccinated and de-wormed me. I've always been kept indoors so I am very healthy without any disease or ticks. I also know basic tricks like sit, stay, come, down, roll, paw (shake hand) and fetch. I hope to find a new family that will love me and that I can love back. If possible a family that will keep me indoors and not caged. If this sounds like you and you are located in KL area, please do contact my owner. I promise that I will try to be a good and loyal doggie. Please adopt me. Love Always, Oreo P/S: My current owner also has a doggie cage, toys, chew snacks, and dog food which she is willing to give away FOC to my rescuer. She will also send me for full grooming before handing me over. =========================================== Additional info about Oreo - Oreo is 90% toilet trained. He goes outside at the laundry area where I put newspapers. But sometimes he leaves me little “presents” in the house. - I don’t cage Oreo at all so he’s not used to be locked up in a cage. - Oreo stays home most of the time but I will bring him out at least once every two weeks. He loves being in the car and is very well behaved. Never did ""business"" in the car before or get car sick. - If Oreo knows that there's someone in the house he generally doesn't bark at all, but he will bark a bit if he's left alone in house. - Oreo is more ""sticky"" compared to my previous dogs. He will follow you around the house no matter what you are doing. So he's not the type that will only come to you if you have food. - Currently I feed Oreo dried dog food (Blackwood) mixed with either canned dog food or some rice + leftovers. - Oreo's fur does get much longer (can probably touch the floor) than in the photos. I kept it short on purpose as it is easier to maintain. - Oreo sleeps alone outside in the living room area, he's not allowed in the bedroom.",8f15fc3d8,11,0
1,Owen,2,195,179,1,1,2,0,1,2,2,1,2,1,1,450,41326,7a22a977b447e38f94017409294d1932,0,Schnoodle pup for adoption. Adoption fees RM is required as below: 1. RM (non-refundable) to cover his food & medical expenses 2. RM (refundable) deposit as a guarantee and will be refunded to adopter when he's ready to be neutered. For serious adopter only!,5493d0771,3,0
1,Peanut,12,179,0,1,5,0,0,1,2,2,2,2,1,1,0,41326,8f4505c0098ec9af68b25aaa334fbce1,0,an active and playful male dog.,2b34c70e7,3,0
1,Pearly,24,179,0,2,5,0,0,1,2,1,1,1,1,1,0,41326,2864803699884df90ac135583b02ec70,0,"ADOPTION FEE IS AN OPTIONAL CONTRIBUTION TO OUR RESCUE EFFORT. Pearly was surrendered to us by a family who admitted to neglecting her. They often caged her and chained her up, rarely taking her out for walks and providing her with little stimulation. As a result, Pearly needed mental rehabilitation when she came to us. After only a month, Pearly is much more stable and better socialised. She has learned to play with other dogs but does not mix well with dogs (or humans) that are hyperactive or overly excitable. She is timid with strangers but becomes attached to people easily, soon following them all around the house. Pearly must be kept primarily indoors even though she loves daily walks.",21a56b530,3,0
1,Pendekar,2,31,189,1,1,2,0,2,1,2,2,2,1,1,0,41326,7dd12a390c7c7034225b5aba14b1706d,0,"He loves to play, very cute, very loyal. He has a minor limp in his backleg which is almost all better, but other than that, is in perfect health.",25d4c7493,1,0
1,Pepperr,48,207,0,2,1,3,0,1,2,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"ONLY FOR KL RESIDENTS Pepper is a very adorable doggie. She is very active, loves going for walks and will jump straight into your arms for a hug. She is debarked by her previous owner. Very good natured and affectionate, and doesn't even try to yap. MUST BE INDOORS, no caging or tying up. She is NOT TOILET TRAINED, adopter must have the patience to train her and not throw her outdoors. Weighs about 5 kgs. Please call or email, with details about yourself and where you stay.",01f4746ef,2,0
1,Phoebe,84,69,0,2,1,6,7,2,3,1,1,2,1,1,0,41326,db784cbcf321e1d8856b312638b94113,0,"Her previous owner had to put her up for adoption because they are living in a condo and their neighbours have complained a lot of times. Even though she is 7 years old, she is still a very active and friendly dog. Lester Jenny Will you adopt her? ================================================== Adopters are required to vaccinate and neuter them. ==================================================",1cfc647dc,4,0
1,Pinky,48,182,0,2,1,2,0,1,1,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,Pinky was rescued from the DBKL pound in February. Lovely quiet and well-behaved dog. She underwent a surgery last month to remove a stone from her bladder. Fully recovered and looking for a nice home. Only for those willing to keep her indoor and has lots of love to give.,b66715e26,2,0
1,Poco,28,169,0,1,5,0,0,1,3,1,1,3,1,1,50,41326,7e0a579f0f1d8e77b4ff2ebd3c9ad7a9,0,"I have got this male Pekingese for adoption, cute and smart little fellow.. as business is growing overseas and maid contract in ending.. no one can take care of him if I am not around. urgently require someone to adopt him and give him a good home.",7a1d75edd,1,0
1,Pomeranian Mixed Poodle,3,178,0,1,1,7,0,2,2,1,1,2,1,1,380,41326,881437284a131a4d83d44f6ac42b4f54,0,Father: Poodle Mother: Pomeranian DOB: - 1st vaccination and deworming done. Gender: Male Color: Black + White Color,d56fbda82,1,0
1,Prince,48,179,0,1,7,0,0,1,1,1,1,2,1,1,0,41401,bf24afbadfb90ad726a0caf854dc7b3b,0,Toy male poodle for adoption. Lovable dog,bf50b399e,1,0
1,Prince,24,205,0,1,2,5,7,1,3,1,1,2,1,1,250,41326,3fe5aba0e163ba03b294342d402bf179,0,2years old male Shih Tzu waiting for new home. Looking for ppl that can take good care of him.,52c49d6b6,2,0
1,Puffy,52,205,0,1,2,5,7,1,2,1,1,3,1,1,100,41326,dd0544160fbba292b45f21eae60f5089,0,"Puffy is very much healthy and he is a very well manner dog. He doesn't bark a lot except when you leave him alone. He crave for human companionship and he needs lots of LOVE. Well lately I shaved him down because he's got too many knots that won't go away. But besides that, everything's normal about him.",48769873a,4,0
1,Pugsley,18,233,0,1,1,0,0,2,1,1,1,1,1,1,0,41332,d3d721e464d18365a517a1d573bb7f08,0,"Pugsley is a very well behaved pup with the cutest curly tail in the world. He's very affectionate, smart and listens well. He gets along well with other dogs. He's not food aggressive. He loves going for walks & playing with his dog toys. His size and quiet natures makes him suitable for some apartments, but there should be enough room to accommodate him. Pugsley will bark to notify you if someone approaches your property but otherwise is very, very quiet. Please give me a call if you're interested in giving this awesome little dog a furever home.",bd16029b7,20,0
1,Puppy,6,109,189,2,1,0,0,2,1,1,1,3,1,1,100,41326,c834405c336367c9987917c33de7d1ab,0,"It is born by our 2 adult dogs, which are golden retriever and rottweiler breed. This puppy is getting stronger and it needs to be taken care by a nice owner who are able to train and spend time with it.",37bf6da18,1,0
1,Puppy Boncit,0,5,0,2,1,2,0,1,1,2,2,2,2,1,0,41401,5eaa98f8a38a7365ef5f84be280165c7,0,"hye..i rescued this puppy because it was so weak n lying at my door house..when she look at u, u can see from her eyes that she is aking for help n to be rescue..after we fed her, she can walk n very playful..short tail to be exact, so cute..hehehe..her tail is so cute..hehehe..it seems like she dont have a tail..hehehhe actually, i'm not sure whether she is a he or he is a she,hehehe..from which breed also i'm not sure..=) anyone who is interested with dis cute puppy can all me..tq..",cb0e74ef1,2,0
1,Puppy Jingles,3,218,128,2,5,6,7,2,2,2,1,2,1,1,150,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,"Very adorable, playful and plum. Certified healthy and needs lots of daily exercises and walks.",5d3c9feba,8,0
1,QQ,1,189,0,1,1,0,0,3,1,1,1,2,1,1,350,41336,fcc444b7cd570e4b9b9ecf9fd892914c,0,"This puppy is ready for good home urgently. Please call me, Clay.",9faeb952b,3,0
1,QQ,22,205,0,2,5,7,0,2,1,1,1,2,1,1,0,41326,0c06cbbda4c579ca363c518b88c4b185,0,"Reason to find adopter: - Sensitive to pets and busy (no time play with her) About QQ:- - She's cute, quite (will not bark excessively), well toilet trained, she's active (very like to play around) and she will play quitely herself when no one's entertain her. Adopter requirement:- - Must provide her toys (she loves it), feed her quality food and cooked chicken shredded (her favourites), spend times to play with her For those whom interested, pls sms me at",7bce76c66,3,0
1,Rambo,60,205,0,1,2,7,0,2,2,1,1,2,2,1,0,41326,85243701bc3ee71a0b49249e0ceead49,0,"Found Shih Tzu near Bulatan Sri Aman on 24 Nov . Brought him to nearby vet. Doctor says he was most likely hit by a car and broke 3 legs. He was severely dehydrated and too weak to eat or drink. We named him ""Rambo"" because he is a very tough dog to survive his ordeal. Today Rambo is 95% recovered and walks with slight limp. His medical bill has been fully paid. We hope Rambo's owner will contact us.",df091dc6b,1,0
1,Rambo - A Gentle Mastiff,17,50,44,1,2,0,0,3,1,1,1,1,1,1,300,41326,5ccbd1c90b2ef7ae52163e5916469f37,0,"I have a very intelligent and gentle mastiff mix for adoption. To be specific, a mix of bullmastiff and boxer. He is a very good guard dog. Only barks when he senses something in the compound. Reason for letting go is because, I have too many dogs at home and shifting. Name : RAMBO Age : 1 Year + Sex : Male Color : Tan Body size : Strong and muscular Food fed : Rice or dog biscuit or meat Condition of adopting : family must treat this dog superwell.",d4e6a9aab,2,0
1,Raphael,2,179,195,1,1,2,0,1,2,2,2,2,1,1,450,41326,7a22a977b447e38f94017409294d1932,0,Schnoodle puppy for adoption. Rm adoption fees required as below: 1. RM (non refundable).to cover food & medical expenses. 2. RM (refundable) as deposit and will be refunded after adopter neutered the dog. Adopter must sign pet adoption's agreement!,1cd970978,2,0
1,Rare Colour Beagle,55,20,0,1,1,2,7,2,1,1,1,3,1,1,80,41401,7554c021369141293bf535340069430e,0,"Please do not hesitate to SMS me or Whatsaapp me at if u interested to adopt this dog.Adoption fees included gromming,vaccinated, deworming and others. Adoption Fees will be deducted to serious adopter, Thank you very much.",1042ee67b,1,0
1,Rex,9,103,0,1,1,0,0,3,1,1,1,1,1,1,300,41401,33261ff5ebcf4bfd8e3b28f6e9a64948,0,playful and active nature.not for family with young children.,63051e3ca,1,0
1,Rocky,24,109,0,1,4,0,0,3,3,1,1,2,1,1,100,41326,ad1037a6b6305520fcffabc712df70e3,0,"rocky is a very active dog who loves lots of attention. very friendly. good with kids. can only be adopted by a real animal lover and he must the only dog at home, unless the other dog is a female. he is very territorial though not a very good watch dog, which is normal trait of golden retriever.",5182392d9,1,0
1,Rocky,10,189,0,1,1,0,0,3,1,1,1,2,1,1,500,41336,9a28f6114416befd1efa48b35e783571,0,"Rocky is healthy, playful and active. I decided to let go for adoption as I will be posting to oversea for work and have nobody to take care of this little one.",520dc7925,1,0
1,Rocky,24,189,0,1,1,2,0,3,1,1,1,2,1,1,0,41401,28c2b85873c4fc7c8b49ecf38666f710,0,Rocky is a smart & energetic guard dog. His owner forced to look for a new home for him due to further study in distance place. The person who interested to adopt Rocky should have experience with big dog and willing to provide enough space and time for him.,20e75472d,3,0
1,Rocky(pomeranian+ Shih Tze Mix),7,205,178,1,2,0,0,2,1,1,1,3,1,1,0,41326,0e16f3f8fee1f9b713c1deb3e00bf574,0,"Rocky is a shih tzu pomeranian mix. Rocky very playful and keep stick with people. I cant take care of it because i busy. Anyone interest, plz send email or sms,call",207d61997,8,0
1,Romeo,60,169,0,1,2,5,0,1,3,1,1,2,1,1,0,41326,17e5ebe05c2ba025f4f343cd0fd702e4,0,Very docile and friendly lap dog that will be very happy if he will be able to find a new home where the new owner will be able to take him out once or twice a day for walks/poo. Loves to take baths and not a picky eater at all...,1076dcc35,3,0
1,Romy,36,147,0,1,7,0,0,1,3,1,1,2,1,1,300,41326,5cbcb5991ce0a46ff69fc8b8d45566e5,0,"Hi all, I'm looking for good homes for my Maltese, 3 years old male. I don't have the time anymore to take care of my them as my new job require me to travel frequently. Please contact Avila",8aeff9ad9,2,0
1,Rottweiler Semi-Adult - Adoption,8,189,0,2,1,0,0,3,3,1,1,2,1,1,1000,41326,9c895e51a0b8d0290bc3936f3f21fede,0,Looking for new lovely home due to owner lack of time & care... Vaccination & Deworm up to date Contact me for more details,c3b94defa,2,0
1,ROXY,6,109,0,2,3,0,0,3,3,1,1,2,1,1,0,41326,f75d4d85798c949012e61bb8ecd29693,0,"The puppy 3 vaccination done already, dewormed, n come with birth certificate n microchip, if u wish to adopt her pls call my hp maggie within 1pm-7pm.......thanks......",295b1eef3,1,0
1,Rufus,36,141,0,1,2,3,0,3,1,1,1,2,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Rufus was found in Taman Tun parks. Probably lost for a few days because he was very hungry when a kind samaritan took him in. He has a very unique golden brown coat and a solidly built body. Calm, knows how to sit and give paw. Currently being fostered but urgently need a new home.",91697ee90,3,0
1,Rust Boy,108,69,69,1,2,0,0,1,3,1,1,1,1,1,0,41330,60689896aa0edff3a4f05b890bdafd26,0,Hi everyone I received a call from a friend saying that the owner is looking for an adopter for his dog. He said his work always requires travelling and rusty always spends his time at a boarding place. He wants a quality life for this boy. He is adorable and playful and needs a loving family. Anyone out there who can provide him that please call me. Rusty is in KL,1e7a3b766,3,0
1,Saddie,48,195,0,2,6,0,0,1,2,1,1,1,1,1,0,41326,95481e953f8aed9ec3d16fc4509537e8,0,Saddie is up for adoption. She is about 3-4 years old. The pretty pedigree girl is very sweet and very friendly. If you wish to adopt call. Thank you,323f562e0,1,0
1,Sahsa,36,205,0,2,2,5,0,1,2,1,1,1,1,1,0,41326,fe5515e1f85c42ab342162dd74f400c6,0,"Sahsa was a negleted doggie...she is verry loving dog, and verry adorable.... Your heart will melt when seeing her... please Dont buy but Adopt...save 1 life...give this littlemgirl 1 chance to be part of ypur life.... we required the new owner to borne her neutered fee and give her forever home...",9aa5ab22f,1,0
1,SAM,5,20,0,1,2,7,0,1,1,2,2,2,1,1,0,41326,c1e2794dc1b6f3451e2f4d01b4dbf6b7,0,"- 5 mths Male mix beagle looking for home - Active and playful. - You can see him and take directly at Jalan SC2 Pusat Perindustrian Sg Chua, Kajang (Near Sate Kajang town). SMS to arrange for appointment earlier. (After 6pm during weekdays my available time.)",6ec9364a7,2,0
1,Schnauzel Mixed Breed,1,195,0,1,7,0,0,1,1,2,1,2,1,1,0,41326,97e9113461f30918261ab7e05b4c1dca,0,Puppy for adoption,4be73c550,1,0
1,Schnauzer,24,195,0,2,1,2,5,2,3,1,1,3,1,1,0,41336,8fa619178c947fcaab19cc771f1772c7,0,Mongral puppys for adoption whatsapp me.,ad160afc4,0,0
1,Scruffy,36,20,0,1,1,4,7,2,1,1,1,1,1,1,0,41401,da7f0170c84e4a3bfa71ca5c51a3c917,0,"This dog's owner moved to apartment so cannot bring him along. He prefers male owner. A bit hyperactive, playful and an attention seeker. Not suitable for pet owner who is not high tolerance.",4f10d4a75,2,0
1,Sel,72,205,0,2,3,7,0,1,3,1,1,1,1,1,0,41326,001e42763024f9d4abe31e79472b1827,0,"Sel is a lovely dog, fully house trained. She has one eye but does not have any problem moving about. She is spayed and vaccinated. She needs a forever home.",bc4bbcef1,1,0
1,Shadow,2,103,141,2,1,2,0,2,2,2,1,3,1,1,0,41327,cccb18b8f8b81862f9a1ebc65d651d22,0,"Meet little Shadow she was dumped along with her brother outside a feeders house. She already has 15 dogs! The brother has been adopted which is typical and Shadow still needs a home. Can someone please tell me why people prefer boys? Girls are just as lovely and often easier, more homely boys and girls are equally loveable in different ways. Please adopt Shadow she's about 6 weeks looks long haired and likes to follow people closely. She will be your Shadow...",4874347b0,1,0
1,Shadow 11,7,25,25,2,2,0,0,3,2,1,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,For Adoption,0f122f712,1,0
1,Shaggy,48,109,0,1,3,0,0,3,2,1,1,2,1,1,0,41325,ff9b0ced46777bf5367b3095425fd2ae,0,"Shaggy was bought directly from a breeder when he was 2 months old as a birthday to my daughter, Esther. He was bottled fed, cared for and loved dearly by my younger daughter. He has given us many, many fond memories. Shaggy is in perfect health as he is fed with premium quality dog food ""Nutro Choice.""",b71eb2942,3,0
1,Sharpie,1,206,189,2,1,2,7,1,2,2,2,2,1,1,0,41326,966edbab6abf83106b0b9fdde1922975,0,Sharpie is a fun-loving dog looking for a home. She is 3 weeks old and loves playing around. Kindly contact me if you are interested. :),f50d4f5bc,1,0
1,Shih Tzu,96,205,0,2,2,7,0,1,3,1,1,1,1,1,0,41327,fd970cc91d06d82eebf046340137b272,0,"8 years old. Female. Vaccinated and spayed. Must be kept indoors. She has been abandoned in front of SPCA Penang and was rescued out from SPCA Penang by a kind lady. However due to her frequent business travelling to overseas, the kind lady has boarded this pity Shih Tzu in a vet for almost 8 months by now. We are helping this pity Shih Tzu to find a forever loving home to spend her remaining of life. Call",2da9b0c2c,5,0
1,Shih Tzu,24,205,0,1,2,7,0,1,2,1,2,2,1,1,100,41326,09d910bdfed08109d6d3eb88d13ea6ce,0,"The dog was abandoned by his owner. The dog is friendly towards human and obedient. If you are interested, kindly contact me.",553d1ee3b,3,0
1,Shihtzu Female Adult,39,205,0,2,2,3,7,2,3,1,1,2,1,1,250,41401,67f04f1dc1f81ff09e134fb47a053b10,0,"3 yrs old +++ female gave birth before very obidient vaccinatd helping to sell, owner studied oversea.",3bf71f7b1,2,0
1,Shiro,84,147,218,1,7,0,0,1,2,1,1,2,1,1,0,41336,a7f1aba4db49116d34e75918a287677d,0,Shiro is a lovely and affectionate dog. He was given to us when his owner had to migrate away from Singapore. Shiro has been residing in Johor Bahru for about six years now. We are putting him up for adoption due to us having a baby around the house. We hope that a loving family will be able to adopt him and to take good care of him and show him as much love as we have shown him. It breaks our family's heart that he has to be put up for adoption but we are not in a good position to continue having him around the house. Shiro has a microchip and papers.,0f15ed6ab,3,0
1,Shorty,5,72,72,1,1,7,0,1,2,1,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,For Adoption Corgi mixed,2c24655fe,10,0
1,Siao Hei,4,179,179,1,1,0,0,2,2,2,2,2,1,1,0,41401,3a6d883f01d022c704925f0fb786ab4c,0,"Cute, faithful and obedient.",adc5ada07,2,0
1,Sica,7,103,189,2,1,2,7,2,2,1,1,2,1,1,200,41326,8cfafc812c500eee7c112911ef668ce9,2,"Sica is a pet Registered under MPSJ with a License, Tag and she s a very cute, obedient lovely pet, she loves to play around and protect his owner and she loves to eat twice a day, drink plenty of water and been taken for a walk . Note : I love this pet to bit and the only reason i am given her out for adoption is that i am moving from a house to a condo and they dont allow pets there and i cant afford a house so only contact me if you can take proper care of her and if you would allow me to check on her .",f252006a7,4,0
1,Siew Q,53,147,0,1,7,0,0,1,3,1,1,1,1,1,100,41326,e80a9b27a9e03fb6534e3182f1ca8eee,0,"Siew Q is well trained. He can understand Sit, Come, Stay & No. He will remain stay inside the house compound when the gate is open. He is feed with dog dry food. Anyway, he love vege and fruits. He is feed with vege and fruits every dinner. I'm taking up new job and need to travel frequently. Thus, looking for new loving owner to take care of him instead of put him at pet hotel always. The adoption fee is included a bag of dog food named Happy Dog (Lamb & Rice) about 13kg (worth about RM). If you can give him a good home, pls feel free to contact me for dog viewing.",839404d8c,4,0
1,Silky,8,207,0,2,6,0,0,2,3,1,1,2,1,1,0,41401,f34f4a6b54ef5d18fec999f6d0e77206,0,Is a young puppy and still very playfull.,4c31c7db9,3,0
1,Skit,6,75,205,2,2,5,0,1,2,3,1,1,1,1,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,"Rescued. Condition is Dog must be neutered. Puppy is very active and can be quite noisy if restrained. More suitable for landed property with alot of space to run. NOT suitable for families with children below 8 years of age. Unless your child is thick skin tough character and can withstand rough play and possible scratches or accidental teeth scratch from the jumps of this active puppy. Otherwise, very healthy and intelligent puppy. Please call to enquire.",7cf37c7e2,5,0
1,Smarty,60,213,0,1,7,0,0,2,2,2,2,2,1,1,0,41330,8c47e41f451b4f4804ad07454ed8c435,0,"Local Spitz, white, male for adoption. Please contact ",f980544af,3,0
1,Sniffles,1,206,189,1,1,2,0,1,1,2,2,2,1,1,0,41326,966edbab6abf83106b0b9fdde1922975,0,"Sniffles is a cute, 3 week old puppy looking for someone who is kind enough to give him a proper home to live in. He loves to walk about and play around. He is very friendly and eats alot. Don't hesitate to contact me if you are interested. :)",ec9da833d,1,0
1,Snow,2,141,0,1,4,5,7,2,2,3,1,3,1,1,150,41401,b53861ec2c7cf77f8a8008dd9cb98ebf,0,"Snow is born on 2 march in my friends house.. they are 6 puppies including it.. mama is labrador retriever.. 4 pups already adopted but just left snow and blacky since their owner cannot keep them for long time.. the owner return back them to my friends.. the first dewormed done in 16 May.. will charge some adoption fee for the dewormed and some madical check... adoption fee can be discuss.. for more information,please call for my friends..or facebook, 可爱小白狗寻找主人哦！ 由于前主人有私人问题所以不能继续养它了，因此退回给我的朋友。。 狗妈妈是拉布拉多犬！ 将会收一点关于检查小狗健康的费用哦！ 还有另一只弟弟也开放领养哦！ 更多详情可联络我的朋友： ，或是面子书：",f4cf82def,5,0
1,Snowy,5,117,0,2,5,7,0,2,1,1,1,2,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,Snowy is very alert dog and loves to be with people. A real attention seeker and a great guard dog. Please call Teresa or Kim.,7b81592b9,1,0
1,Snowy,24,213,0,2,7,0,0,1,3,1,1,3,1,1,0,41326,95481e953f8aed9ec3d16fc4509537e8,0,"Snowy was abandoned in a housing area in Banting. She is about 2 years old and very friendly. She will make a wonderful pet dog. Please open your hearts and home to her. If you wish to adopt, call us at.",32148e0fc,2,0
1,Sonia,72,103,0,2,1,2,3,3,3,1,1,2,1,1,0,41330,2fb7d7718f9c7704ab9ae80d95f56597,0,"This female German Shepherd (SONIA) is now for adoption. Her adopter's own female German dog doesn't go along with SONIA, so he got no choice but to find another loving home for her. I hope anyone of you would give her another loving home. She has put on some weight and her fur has grown beautifully. She deserves love and care, not chaining her up 24/7 or caging her. If your are keen, do contact me 😀 P/s: Keep me posted on SONIA monthly.",76d5726c4,4,0
1,Stella,7,109,109,2,2,0,0,3,3,1,1,2,1,1,500,41326,b53c34474d9e24574bcec6a3d3306a0d,0,For Adoption,77fa5cdd7,1,0
1,Sudoku (Special Case),60,179,0,2,2,0,0,1,1,1,1,1,2,1,0,41326,88a21c30883ab70a93e09035e0a9a754,0,"We believe God has a plan for Sudoku and somehow bring her into our lives. Sudoku was living in a shelter and we are not sure how she ended up there. We ruled out she was surrendered. Life in shelter is not easy for little Sudoku with her skin condition and being so tiny, she was not able to ""fight enough"" for her food. Her story was highlighted to us by a volunteer and we took her in. Her condition was bad enough that we couldn't figure out her breed. She is currently treated for her skin condition and this is a hormonal imbalance case. She will need to undergo fix appointment with necessary medication and jab as prescribed by vet. We have many animals with us and realized Sudoku will have a better chance of recovering if she is given full attention. We are now looking for a loving home for little Sudoku. It's our hope to find a owner who accept her with this condition and love her unconditionally so she can live life to the fullest. Please feel free to contact me if you need further details.",2a3796cbd,4,0
1,Suki,36,147,179,2,7,0,0,1,2,1,1,1,1,1,100,41326,a63ec365c8c0d28ff01d2cb1b31406cb,0,Friendly..loving..love to play..potty trained,804e56f9b,4,0
1,Sumi,36,83,0,2,2,0,0,2,2,1,1,2,1,1,0,41326,23179cd0350f87314b0683bf9bd1d033,0,"Healthy, gentle-natured 3 year old female English Cocker Spaniel for adoption. Requirements: Must be kept indoors, Frontlined, given Heartgard + annual booster vaccination and brought to the vet should any health issues occur. Must also allow regular house visits.",d0b98e001,2,0
1,Summer,24,189,0,2,1,2,0,2,2,1,1,1,1,1,0,41326,f4bdb2393f541926230c24e460862848,0,She is sweet and super affectionate. Obedient and submissive. Ideal cuddle buddy. Adopter must allow the terms below: 1. Allow unschedule house visits by us 2. Must stay in landed house 3. Must bring her for her yearly vaccination 4. No long hours leashing and caging 5. Must keep us updated with her pictures and progress monthly 6. Must be financially stable All adopter will be interviewed first. House visits will be done before adoption. She means alot to us. We will only choose the best one for her. Message me at if you are interested.,fc537bc7f,1,0
1,Sunday,48,20,0,1,1,2,0,1,2,1,1,3,1,1,0,41326,88a21c30883ab70a93e09035e0a9a754,0,"A 4 year old Beagle is looking for a loving home. His current owner is unable to keep him as they are moving into an apartment. He is around 4 years old. Excellent health condition. Our requirement are simple : a) Adopter must be an animal lover. b) No long hour of caging or tied on leash. c) Provide necessary medical attention If you are keen, please contact me for more details. Update : We have received good response for this dog. Adoption is now closed as we are now finalising the process.",8378c8af1,4,0
1,Sunny,36,205,0,2,2,7,0,1,3,1,1,1,1,1,0,41330,2d0ffc96b6e0f880e0514bcf2e783a2b,0,"hihi... im a pure breed shih tzu... my name is sunny... my mommy named me sunny because she wish that she can see sunny day everyday... im already 3 years old... but sad to say my mommy have to give me away... due to my mommy's health problem and her health is getting worst... she is hoping that there is a good adopter to adopt me... i don't want my mommy to worried about me... so, she will only let go of me if there is a PERFECT adopter... and NO BREEDERS please...!!! im spayed...!!! if anyone of you are interested to become my new mommy, pls leave a msg here... and other kor kor and jie jie pls help me screen through this potential adopters... thank you... thank you... and my picture is not available...!!! all shih tzu look the same..!!! all i can tell you that... im well maintained...!!! my fur is very soft... hehe... im well behave and well train... im toilet train... i can go to toilet pee and poo by myself... i can sit, down, heel, up and even roll over... hehe... i hate strangers.. and i hate cat... im good with bigger dogs... cause no way i can defeat them... so no choice... but im the ""tai ka che"" in the small size breed... must bring me for a walk twice a day... morning and evening...!!! this is one of the basic requirement to adopt me...!!! this is my mommy's question to you... 1. do you own any dogs currently and previously? how many, pls state 2. what breed do you own? 3. have you handle a shih tzu before? 4. what do you know about shih tzu? 5. give me one reason why mommy should give me to you?",448770499,1,0
1,Sushi,60,169,0,2,2,0,0,1,3,1,1,2,2,1,50,41326,93ecf9aa4dcf04fe2b1a7849f0dfd2b7,2,"Sushi is a pure breed sleeve pekingese who needs to be indoors due to her flat nose. She is really friendly with strangers. Seldom barks (if she does it's a very soft bark). She had some of her teeth removed therefore need tiny kibbles/soft food. Trained to pee/poop outside twice a day(but accidents still happen). Currently been to Klinik Haiwan Ee Seremban, St. Angels Vet Puchong & Mayo Vet Taipan. Low energy, need joint supplements & eye drops. Sushi was adopted in a really bad condition from a breeder. Since she was too old to go through another pregnancy, he gave her up. She was not bathed for months leading to very oily fur, nails untrimmed till they grew inwards towards the flesh, teeth unkempt with multiple mobile ones. Dry eyes as well. We took her in last year when she began to recover. She's doing much better now. We have another pekingese as well and he tends to be a little rough with sushi, so we separate them. Living in a flat, sushi can't go outside to pee/poop, when she refuses to pee/poop indoors, she usually tahan till it's too late and her timing gets random, so we used diapers. We are looking for someone who is willing to give her the love & attention she deserves as well as support her with eye drops, joint supplements & diapers if necessary. If interested please contact We will need to talk and know more about you before you adopt Sushi.",b76e8c452,9,0
1,Sushi,6,179,0,2,2,5,0,2,1,1,1,2,1,1,0,41326,cbbc7ed63d73964825ae8328ebb427a7,1,"Playful and friendly poddle that love goes out to the park and make friend with others. As I have to return to East Malaysia, cant bring her together. :(",fc2012c7e,5,0
1,Tada,11,69,0,1,5,0,0,2,3,1,1,2,1,1,200,41326,e1e8fcf0af0b9e9fd1f81fdb03f8790f,0,TADA HAS BEEN ADOPTED.THX,518384a79,3,0
1,Tai Mui,48,182,0,2,1,5,0,2,1,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,ONLY FOR KLANG VALLEY. Tai Mui is a lovable dog that needs a new home as her owner wants to give her up. The dog is healthy but sadly been debarked as the owner was living in a Malay area. Tai Mui is a playful and good girl. Not fully toilet trained but this can be taught. We want someone who can keep her indoors. Adopter must pay for medical fees. No tying up or caging. Please call if interested _ and do introduce yourself!,bf5d1a04c,2,0
