Id,Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,AdoptionSpeed
3757,1,2,26,307,1,1,2,0,3,1,1,1,2,1,1,0,1
3758,2,1,265,0,3,4,6,0,1,1,2,1,2,1,3,0,1
3759,2,5,252,0,2,1,5,0,1,1,1,1,1,1,1,0,0
3760,1,2,307,0,1,1,2,0,3,1,1,1,2,1,1,0,0
3761,1,5,307,0,3,1,2,7,2,2,1,1,1,1,3,0,0
3762,2,1,299,0,1,1,7,0,2,1,2,1,2,1,1,0,1
3763,1,2,307,0,1,1,0,0,2,2,1,1,3,1,1,0,1
3764,1,7,307,0,1,2,7,0,2,1,1,1,1,1,1,0,1
3765,2,2,266,0,2,1,2,0,1,1,3,3,3,1,2,0,0
3766,2,2,266,266,1,4,0,0,1,1,2,1,2,1,1,0,0
3767,2,36,266,292,3,6,7,0,2,2,1,1,1,1,3,0,1
3768,1,4,307,0,2,2,0,0,2,1,1,1,2,1,1,0,1
3769,1,2,307,307,1,5,0,0,2,2,1,1,2,1,1,0,0
3770,2,7,266,0,2,3,0,0,2,1,1,1,1,1,1,30,0
3771,1,3,307,0,2,2,7,0,2,1,2,2,2,1,1,0,1
3772,1,2,307,0,2,7,0,0,2,2,2,2,2,1,1,0,0
3773,1,72,307,0,3,2,0,0,3,1,3,3,3,1,4,0,1
3774,1,2,307,0,1,1,2,7,2,1,3,3,2,1,1,0,0
3775,2,1,265,266,3,1,5,7,1,2,2,2,2,1,3,0,1
3776,1,1,307,0,2,1,2,0,2,2,1,1,2,1,1,0,1
3777,2,5,264,265,2,4,0,0,3,3,2,2,2,1,1,0,0
3778,1,3,307,0,2,1,2,7,2,2,1,1,2,1,1,0,1
3779,2,14,265,265,1,6,0,0,3,2,1,1,1,1,1,200,1
3780,2,10,266,0,1,1,7,0,2,1,1,1,1,1,1,0,1
3781,2,10,243,0,1,1,6,7,2,1,1,1,2,1,1,70,1
3782,2,12,306,0,1,1,7,0,2,2,1,1,2,1,1,0,1
3783,2,3,25,0,3,1,3,6,2,1,2,2,2,1,2,0,1
3784,2,6,266,0,2,1,2,7,2,1,2,1,2,1,1,0,1
3785,1,3,213,307,2,1,7,0,2,1,3,1,2,1,3,0,0
3786,2,2,266,0,2,1,2,3,1,1,2,1,2,1,1,0,1
3787,1,24,307,307,2,7,0,0,3,2,1,1,2,1,1,0,1
3788,1,8,307,0,2,1,0,0,2,1,1,1,1,1,1,0,1
3789,2,24,266,0,1,3,4,0,1,1,3,1,2,2,1,150,1
3790,1,1,307,0,3,1,2,7,2,2,2,2,3,1,8,0,1
3791,2,2,265,0,3,1,7,0,1,2,2,1,2,1,2,0,0
3792,1,24,307,0,1,3,0,0,2,2,1,1,2,1,1,0,1
3793,2,36,266,0,2,1,2,7,1,1,1,1,2,1,2,0,0
3794,1,2,307,0,2,1,0,0,2,1,2,1,2,2,1,0,1
3795,2,3,266,0,2,1,6,7,2,1,2,2,2,1,1,0,0
3796,2,3,265,265,3,1,4,7,2,2,2,2,2,1,2,0,1
3797,1,1,307,0,3,1,2,0,2,2,1,1,1,1,3,0,0
3798,2,3,299,0,2,2,7,0,2,1,3,3,3,1,1,0,0
3799,1,4,307,0,2,2,0,0,2,1,1,1,2,1,1,0,1
3800,2,12,299,0,3,2,7,0,1,1,2,2,2,1,5,0,0
3801,2,2,266,0,1,1,7,0,1,1,2,2,2,1,1,0,1
3802,1,12,307,0,2,1,2,0,2,1,1,1,1,1,1,0,1
3803,1,2,307,0,2,2,0,0,2,2,2,1,2,1,1,0,0
3804,2,11,266,0,1,4,0,0,2,1,1,1,1,1,1,50,0
3805,1,2,307,307,2,7,0,0,2,2,1,1,2,1,1,0,0
3806,2,5,266,0,3,1,7,0,2,1,2,2,2,1,5,50,1
3807,1,1,307,307,2,1,4,0,2,1,2,2,2,1,2,0,1
3808,2,3,266,0,2,3,7,0,2,1,2,2,2,1,1,10,1
3809,2,1,265,0,1,3,4,5,3,2,2,2,2,1,1,0,0
3810,2,24,266,0,1,4,0,0,2,1,2,2,2,2,1,0,1
3811,1,7,307,0,1,1,0,0,2,2,2,2,2,1,1,0,1
3812,2,8,266,0,2,1,3,7,2,1,2,1,2,1,1,0,0
3813,1,9,187,307,2,2,7,0,2,2,1,1,2,1,1,0,1
3814,2,2,266,0,2,1,2,7,2,2,2,1,2,1,1,0,0
3815,2,72,266,0,2,1,0,0,2,2,1,1,1,1,2,0,1
3816,1,12,307,0,2,2,0,0,1,2,1,1,2,1,1,0,1
3817,2,12,266,0,2,5,6,7,1,1,1,1,1,1,1,0,0
3818,1,2,307,0,2,1,6,7,2,2,1,1,2,1,1,0,0
3819,1,12,307,0,1,1,0,0,2,3,1,1,1,1,1,0,1
3820,2,1,265,266,3,1,4,7,1,2,2,2,2,1,4,0,0
3821,2,36,299,0,2,1,3,7,2,1,1,1,1,1,3,0,1
3822,2,3,266,0,2,1,2,7,2,1,1,1,1,1,1,0,1
3823,2,8,264,0,2,2,7,0,2,3,2,2,2,1,1,0,0
3824,1,1,307,307,3,1,2,7,2,1,2,2,2,1,7,0,1
3825,1,2,307,0,2,1,7,0,2,2,2,2,2,1,6,0,1
3826,2,12,265,265,2,1,2,7,2,2,3,3,3,1,1,0,1
3827,1,1,307,0,1,1,5,0,2,1,2,2,2,1,1,0,0
3828,2,3,266,241,1,1,6,0,2,1,1,1,2,1,1,1,1
3829,1,2,307,0,1,1,7,0,2,1,1,1,2,1,1,0,0
3830,1,2,32,307,1,1,2,7,2,1,2,1,2,1,1,0,0
3831,2,3,266,0,1,5,0,0,2,1,2,1,2,1,1,0,0
3832,2,1,299,266,1,3,0,0,1,1,2,2,2,1,3,0,0
3833,2,6,299,0,2,6,0,0,1,1,2,1,2,1,1,0,1
3834,1,2,307,0,2,2,7,0,2,2,3,1,3,1,1,0,1
3835,2,3,266,0,1,1,7,0,2,1,1,1,2,1,1,0,1
3836,2,2,265,0,2,6,7,0,2,2,1,1,2,1,1,0,0
3837,2,4,266,0,1,6,7,0,1,1,2,1,2,1,1,0,1
3838,1,48,307,0,2,1,2,6,2,2,2,2,2,1,10,0,1
3839,2,5,265,0,1,3,4,7,2,2,1,1,2,1,1,0,1
3840,1,18,307,307,1,1,2,0,2,1,2,2,1,1,1,0,0
3841,2,4,264,0,2,1,2,0,2,3,1,1,2,1,1,0,0
3842,2,2,266,0,2,1,7,0,2,2,1,1,2,1,1,0,0
3843,1,2,307,307,2,5,0,0,2,2,2,1,2,1,1,0,0
3844,2,1,249,0,2,1,2,7,1,1,2,2,2,1,1,0,1
3845,1,3,307,307,2,1,2,7,2,2,1,1,2,1,4,0,0
3846,2,2,265,0,1,1,6,7,1,2,2,2,2,2,1,0,0
3847,1,1,307,0,2,5,0,0,2,2,1,1,2,1,1,0,1
3848,2,60,276,0,3,2,4,0,2,2,1,1,1,1,4,0,1
3849,1,1,307,307,2,2,0,0,2,2,2,2,2,1,2,0,1
3850,1,1,307,0,2,1,2,3,2,1,2,1,2,1,1,0,1
3851,2,24,293,0,1,4,5,0,3,2,1,1,1,1,1,0,1
3852,2,6,266,266,1,4,7,0,2,1,2,2,2,1,1,0,0
3853,2,2,264,0,1,5,0,0,2,2,2,1,2,1,2,0,0
3854,2,1,264,0,1,1,7,0,1,3,2,2,2,1,1,0,0
3855,1,2,19,307,2,2,7,0,2,2,2,1,2,1,1,0,1
3856,1,1,307,0,2,1,7,0,2,1,1,1,2,1,1,0,1
3857,2,3,266,285,1,4,7,0,3,2,1,1,2,1,1,0,0
3858,1,48,307,0,2,1,2,7,2,2,3,3,3,2,1,0,1
3859,2,5,264,285,2,2,0,0,2,3,1,1,3,1,1,100,0
3860,1,60,307,0,1,1,0,0,2,2,2,2,3,1,2,1,1
3861,1,24,20,307,2,1,7,0,2,1,1,1,1,1,1,0,1
3862,1,3,187,307,2,3,0,0,2,1,1,1,2,1,3,0,0
3863,1,4,109,307,1,5,7,0,3,2,1,1,2,1,1,0,0
3864,2,3,266,0,1,3,5,0,2,1,2,1,2,1,1,0,0
3865,1,12,307,0,3,2,0,0,2,2,3,3,3,1,4,0,1
3866,1,2,307,0,2,1,2,0,2,2,2,2,2,1,1,0,1
3867,1,72,109,0,2,3,0,0,3,3,2,1,3,2,1,0,1
3868,1,6,307,0,1,2,7,0,2,1,1,1,3,1,1,0,0
3869,1,12,307,0,3,2,0,0,2,2,3,3,3,1,4,0,1
3870,1,10,307,0,2,2,0,0,2,1,1,1,1,1,1,0,1
3871,1,9,76,0,2,1,7,0,3,1,3,3,1,1,1,0,0
3872,2,1,265,0,1,4,7,0,2,2,2,2,2,1,1,0,0
3873,2,5,266,0,2,1,7,0,2,1,1,1,2,1,1,0,0
3874,1,2,307,307,1,1,2,7,2,1,2,1,2,1,1,80,1
3875,2,2,266,0,1,2,7,0,2,1,2,2,2,1,1,0,1
3876,2,8,266,265,3,1,5,0,2,2,2,2,2,1,2,0,1
3877,2,12,266,0,2,2,5,0,2,1,2,1,2,1,1,0,1
3878,2,2,266,265,3,1,5,7,2,1,2,2,2,1,5,0,0
3879,1,37,76,307,1,1,7,0,2,1,1,1,2,1,1,200,0
3880,1,3,307,26,2,1,2,0,2,1,1,1,2,1,1,0,0
3881,2,1,266,0,2,1,0,0,1,1,2,2,2,1,1,0,0
3882,2,4,266,0,3,4,6,7,2,1,2,1,2,1,3,0,1
3883,1,2,307,0,2,7,0,0,1,1,2,2,2,1,1,0,1
3884,2,12,266,0,1,3,4,0,2,1,1,1,1,1,2,0,1
3885,1,1,307,0,1,2,0,0,2,1,2,1,2,1,1,0,0
3886,2,2,288,0,2,5,7,0,2,3,1,1,2,1,1,250,0
3887,2,3,266,0,2,1,2,7,2,1,1,1,3,1,1,0,0
3888,2,10,265,0,2,1,2,7,2,2,2,2,2,1,1,0,0
3889,2,15,266,0,2,1,2,7,3,1,3,3,3,1,1,0,0
3890,1,2,307,0,2,5,0,0,2,1,2,2,2,1,1,0,0
3891,2,3,266,0,1,3,0,0,2,1,1,1,2,1,1,30,0
3892,2,3,266,0,1,3,0,0,2,1,1,1,2,1,1,0,1
3893,1,1,307,0,2,2,7,0,2,1,2,3,2,1,1,0,0
3894,1,1,307,0,3,1,2,0,2,1,2,2,2,1,11,0,1
3895,2,2,266,0,3,2,6,7,1,2,1,1,2,1,3,0,1
3896,2,3,266,292,3,7,0,0,2,1,1,1,2,1,2,0,1
3897,1,4,307,0,1,5,7,0,2,1,1,3,2,1,1,299,1
3898,2,3,299,266,1,1,6,7,2,1,1,1,2,1,1,0,1
3899,1,1,307,0,1,5,0,0,2,2,3,3,2,1,1,0,1
3900,1,4,307,0,2,2,3,0,2,1,1,1,2,1,1,150,1
3901,1,1,307,307,3,1,2,7,2,1,2,2,2,1,3,80,1
3902,2,3,266,0,1,6,7,0,2,1,2,2,2,1,1,0,1
3903,1,3,307,0,2,1,2,0,2,2,2,1,2,1,1,0,0
3904,1,2,307,0,2,1,2,7,2,2,2,2,2,1,1,20,1
3905,2,6,266,0,3,3,4,7,3,1,1,1,3,1,2,0,1
3906,2,3,265,0,2,1,2,3,2,2,1,1,2,1,1,0,0
3907,2,6,264,0,2,5,6,7,2,3,1,1,1,1,1,0,0
3908,1,12,307,307,2,1,7,0,2,1,1,1,1,1,1,0,0
3909,1,1,307,0,3,1,2,7,2,2,3,1,3,1,4,50,0
3910,1,2,307,0,2,1,4,0,2,1,1,1,2,1,1,0,0
3911,1,3,76,307,1,1,2,7,2,1,1,1,3,1,1,0,0
3912,2,2,266,266,1,4,0,0,2,1,1,1,2,1,1,0,0
3913,2,8,266,266,1,1,0,0,2,1,2,2,1,1,1,0,0
3914,1,12,307,0,3,1,2,7,2,1,3,3,3,2,3,0,1
3915,2,7,266,0,2,1,6,7,2,1,1,1,1,1,1,0,1
3916,2,31,266,0,1,6,0,0,2,1,2,2,1,1,1,0,1
3917,1,2,307,307,2,2,0,0,2,2,1,1,2,1,1,0,1
3918,1,9,307,0,2,7,0,0,2,2,1,1,3,1,1,0,1
3919,1,48,218,205,2,7,0,0,2,3,1,1,2,1,1,0,0
3920,1,3,307,0,2,2,7,0,2,1,1,1,1,1,1,0,1
3921,1,48,307,0,1,2,7,0,2,2,1,1,1,2,1,0,1
3922,2,2,266,266,1,1,2,0,1,1,1,1,2,1,1,50,1
3923,2,3,266,0,2,2,5,7,2,1,2,2,2,1,1,10,0
3924,1,1,141,307,3,1,2,5,2,1,2,1,2,1,5,0,0
3925,2,2,266,0,2,3,4,0,2,2,3,3,3,1,1,0,0
3926,1,18,179,0,1,7,0,0,1,2,3,3,3,2,1,120,0
3927,1,1,307,0,2,1,7,0,2,1,2,2,2,1,1,0,0
3928,1,2,307,117,2,1,7,0,2,1,1,1,1,1,1,0,1
3929,1,4,307,0,3,2,5,0,2,1,2,2,2,1,2,200,1
3930,1,2,307,0,2,2,0,0,2,1,1,1,2,1,1,0,1
3931,2,132,266,0,1,5,7,0,2,1,1,1,1,1,1,0,1
3932,1,84,128,0,2,2,7,0,1,2,1,1,1,1,1,0,1
3933,1,3,307,0,2,2,7,0,2,1,2,2,2,2,1,100,1
3934,1,4,152,307,1,5,0,0,1,1,2,2,2,1,1,0,0
3935,2,6,265,266,2,1,7,0,1,1,1,1,2,1,1,0,1
3936,2,18,266,0,2,2,0,0,2,1,3,1,1,1,1,0,0
3937,1,24,307,307,2,2,7,0,2,2,1,1,1,1,1,0,1
3938,2,6,285,0,1,3,0,0,2,2,3,3,3,1,1,500,0
3939,2,4,283,0,1,6,7,0,2,1,1,1,2,1,1,0,0
3940,2,2,265,0,2,1,4,7,1,2,2,1,2,1,1,0,0
3941,2,4,299,0,2,4,7,0,2,1,1,1,2,1,1,0,1
3942,1,3,307,218,1,1,0,0,2,1,1,1,2,1,1,0,1
3943,2,12,266,0,1,4,0,0,3,1,1,1,1,1,1,100,0
3944,1,1,307,307,1,2,5,0,2,1,2,2,2,1,1,0,0
3945,2,12,266,0,2,3,0,0,2,1,3,3,2,1,1,0,1
3946,1,3,39,307,2,1,7,0,2,2,1,1,1,1,1,200,1
3947,1,24,307,307,3,2,0,0,2,1,1,1,1,1,2,0,0
3948,2,0,266,0,3,1,7,0,1,1,2,2,2,1,2,0,0
3949,1,96,165,0,1,1,3,5,2,3,1,1,1,1,1,0,1
3950,1,24,307,0,2,1,2,0,1,2,1,1,1,1,1,100,1
3951,1,9,307,0,2,2,5,7,2,1,1,1,1,1,1,0,1
3952,2,2,266,0,2,7,0,0,2,1,1,1,2,1,1,100,0
3953,2,24,266,0,2,1,2,0,2,1,1,1,1,1,1,50,1
3954,1,3,307,0,2,5,7,0,1,2,2,2,2,1,1,0,1
3955,1,3,307,0,2,1,2,0,2,1,2,2,2,1,1,0,1
3956,1,2,307,0,1,2,7,0,2,2,1,1,2,1,1,0,0
3957,1,7,307,0,2,1,3,0,2,1,3,3,1,1,1,0,0
3958,1,2,227,307,2,2,0,0,2,1,1,1,2,1,1,0,1
3959,2,2,299,299,3,2,3,5,1,1,1,1,2,1,2,0,0
3960,2,3,266,0,1,1,6,7,2,1,2,2,2,1,1,0,1
3961,2,8,292,0,2,6,7,0,2,2,1,1,1,1,1,250,1
3962,1,1,307,0,2,1,2,0,2,1,3,3,2,1,1,0,1
3963,1,12,307,307,2,4,7,0,2,2,1,1,2,1,1,0,1
3964,1,36,195,307,1,2,6,0,1,2,3,3,1,1,1,0,0
3965,1,1,307,0,2,2,7,0,3,1,2,2,2,1,1,0,0
3966,1,42,205,0,1,1,6,7,1,3,3,3,2,2,1,100,1
3967,2,2,266,0,1,1,7,0,2,1,2,1,2,1,1,0,0
3968,2,1,265,266,1,3,7,0,2,2,2,2,2,1,1,50,0
3969,1,2,307,188,2,2,0,0,2,2,1,1,2,1,1,0,1
3970,1,2,307,0,2,1,7,0,2,1,2,1,2,1,1,0,1
3971,1,24,307,0,2,1,0,0,2,1,1,1,1,1,1,300,1
3972,1,8,307,307,1,5,7,0,2,2,3,3,3,1,1,0,1
3973,1,8,307,307,2,1,7,0,2,1,1,1,2,1,1,0,0
3974,1,3,307,0,1,1,2,0,2,2,1,1,2,1,1,0,0
3975,1,4,15,307,1,1,2,0,2,3,1,1,1,1,1,0,1
3976,2,1,266,0,3,1,5,7,1,1,2,2,2,1,2,0,1
3977,1,10,128,129,1,2,7,0,2,1,1,1,2,1,1,0,1
3978,2,5,264,0,3,2,4,5,2,3,2,2,2,1,3,0,0
3979,1,3,307,0,1,2,7,0,2,1,1,1,1,1,1,0,0
3980,1,2,307,0,1,2,0,0,2,1,3,3,2,1,1,0,1
3981,2,30,266,0,1,3,0,0,3,1,1,1,1,1,1,0,1
3982,1,1,307,0,2,2,5,0,2,2,2,2,2,1,1,0,0
3983,1,3,307,128,2,2,7,0,2,2,2,1,2,1,1,0,0
3984,2,5,247,292,3,5,0,0,2,2,2,2,3,1,3,0,1
3985,1,3,307,0,2,1,2,0,2,2,1,1,2,1,1,0,0
3986,2,7,266,0,1,1,6,7,2,1,2,2,2,1,1,0,1
3987,1,36,307,0,1,7,0,0,2,1,1,1,2,1,1,80,1
3988,1,16,218,307,2,1,2,0,2,1,1,1,1,1,1,300,1
3989,1,2,307,0,3,1,2,7,2,1,2,2,2,1,7,0,1
3990,1,8,207,0,2,6,0,0,2,3,1,1,2,1,1,0,0
3991,1,15,307,0,2,1,0,0,1,1,1,1,2,1,1,0,1
3992,2,3,266,0,1,6,7,0,1,1,2,2,2,1,1,0,0
3993,1,2,307,0,3,1,2,0,2,1,3,3,3,1,2,0,1
3994,1,4,307,307,1,2,7,0,2,1,2,2,2,1,1,0,0
3995,1,1,307,0,2,1,7,0,2,1,2,2,2,1,1,20,0
3996,1,12,39,307,2,1,7,0,2,2,1,1,1,1,1,30,1
3997,2,4,266,0,2,1,2,7,2,2,2,2,2,1,2,0,0
3998,2,212,266,0,2,1,0,0,2,1,1,1,2,1,1,0,1
3999,1,12,307,0,3,2,5,0,2,1,1,1,1,1,5,0,1
4000,2,1,266,0,1,3,7,0,2,1,1,1,2,1,1,0,0
4001,2,24,264,0,2,3,5,0,1,3,2,2,2,1,1,100,1
4002,2,2,266,0,1,6,7,0,2,1,2,2,2,1,1,0,0
4003,1,2,307,0,2,2,5,0,2,2,2,1,2,1,1,0,1
4004,1,2,179,195,2,2,0,0,1,1,2,2,2,1,1,500,0
4005,1,60,307,0,2,3,4,0,3,2,3,3,3,1,1,0,1
4006,1,72,206,0,1,2,5,7,3,3,1,1,2,1,1,0,0
4007,1,4,307,0,2,5,7,0,2,1,1,1,1,1,1,0,1
4008,2,2,266,0,1,1,6,7,2,1,2,2,2,1,1,10,0
4009,1,84,205,0,1,2,7,0,2,2,3,1,2,1,1,200,0
4010,2,2,266,0,3,1,2,7,1,1,3,3,3,2,4,0,1
4011,1,2,307,307,3,2,7,0,2,1,2,2,2,1,9,0,0
4012,1,2,76,0,1,1,7,0,3,1,1,1,2,1,1,300,0
4013,1,6,307,0,2,3,0,0,2,1,1,1,1,1,1,0,1
4014,2,1,265,0,2,1,5,7,1,2,2,2,2,1,1,0,1
4015,2,16,266,0,2,2,0,0,2,1,1,3,3,1,4,0,0
4016,2,24,266,0,3,1,2,7,1,1,3,3,2,1,3,0,1
4017,1,4,307,0,2,1,2,0,1,2,1,1,2,1,1,0,0
4018,2,3,266,0,1,2,5,7,2,1,1,1,2,1,1,0,1
4019,2,6,241,276,2,1,6,0,1,3,3,3,3,2,1,0,1
4020,2,18,254,254,3,1,3,7,2,3,3,3,3,1,3,0,1
4021,2,4,266,299,1,2,3,0,1,1,2,2,2,1,1,0,0
4022,1,60,179,0,2,2,0,0,1,1,1,1,1,2,1,0,0
4023,2,0,266,0,3,6,7,0,1,1,2,2,2,1,4,0,1
4024,1,48,195,0,2,6,0,0,1,2,1,1,1,1,1,300,1
4025,1,36,218,307,2,1,6,7,1,3,1,1,1,1,1,0,0
4026,2,3,266,0,1,1,7,0,2,1,3,1,3,1,1,0,0
4027,1,3,218,307,2,1,2,7,3,2,1,1,2,1,1,0,0
4028,1,2,307,307,1,2,0,0,2,2,1,1,2,1,1,0,0
4029,2,12,266,0,1,2,0,0,1,1,1,1,1,1,1,0,0
4030,1,1,307,0,2,2,3,0,1,2,2,2,2,1,1,0,0
4031,2,2,266,0,1,1,2,4,1,1,3,3,3,1,1,0,0
4032,2,1,266,0,1,1,0,0,2,2,2,1,2,1,1,0,0
4033,1,2,307,0,2,2,0,0,2,2,2,2,2,1,1,0,0
4034,2,3,257,295,1,2,3,0,1,1,3,3,3,1,1,0,1
4035,2,2,266,0,2,1,0,0,2,2,2,1,2,1,1,0,1
4036,1,36,307,0,1,1,3,7,3,1,3,3,3,1,4,0,1
4037,1,2,307,0,1,5,0,0,2,2,1,1,2,1,1,0,0
4038,1,2,307,0,2,1,7,0,2,2,1,1,2,1,1,0,1
4039,2,2,266,0,1,2,7,0,1,1,2,1,2,1,1,0,1
4040,2,2,265,0,1,4,7,0,2,2,2,2,2,1,1,0,0
4041,1,3,200,76,3,1,2,7,2,1,3,3,2,1,4,0,0
4042,1,4,103,307,2,1,2,5,1,2,2,2,2,2,1,30,1
4043,1,6,307,0,1,7,0,0,2,1,1,1,1,1,1,0,0
4044,2,3,252,0,2,2,5,0,1,1,3,3,3,1,1,0,1
4045,2,12,266,276,1,1,2,0,3,1,3,1,2,1,1,0,1
4046,1,60,195,195,2,1,7,0,1,2,1,1,2,1,1,100,0
4047,2,2,292,0,2,5,0,0,1,1,2,2,2,1,1,0,0
4048,1,1,307,307,2,1,2,0,2,2,2,1,2,1,1,0,1
4049,2,22,266,0,1,1,2,7,2,1,1,1,1,1,1,0,1
4050,1,2,307,0,1,1,2,0,2,1,3,3,2,1,1,0,1
4051,2,4,285,265,1,1,7,0,2,2,1,1,2,1,1,0,0
4052,1,4,307,0,1,1,2,0,2,1,2,2,2,1,1,0,0
4053,1,8,72,307,2,1,0,0,1,1,1,1,2,1,1,0,1
4054,1,3,307,102,2,1,2,0,2,1,3,3,3,1,1,0,1
4055,1,3,307,0,1,2,0,0,2,2,3,3,3,1,1,0,0
4056,2,1,292,294,1,1,7,0,1,1,2,2,3,1,1,0,1
4057,1,4,109,0,1,3,5,0,2,2,1,1,2,1,2,300,0
4058,2,3,285,266,3,4,6,7,2,2,2,2,2,1,5,0,0
4059,2,3,266,0,3,7,0,0,2,1,2,1,2,1,2,0,0
4060,2,18,265,0,2,7,0,0,3,2,3,3,2,2,1,0,0
4061,2,8,266,0,2,2,7,0,2,1,1,1,1,1,1,30,0
4062,2,4,265,0,2,1,6,7,2,2,1,1,1,1,2,0,1
4063,2,2,266,265,3,1,2,7,1,1,2,1,2,1,5,0,0
4064,1,1,307,0,2,1,3,0,2,2,1,1,2,1,1,0,1
4065,2,12,251,262,2,6,0,0,2,2,1,1,2,1,1,160,0
4066,1,18,218,307,2,1,2,7,2,3,1,1,1,1,1,300,1
4067,2,24,265,0,1,5,7,0,2,2,2,1,1,1,1,200,1
4068,2,3,266,0,2,2,6,7,2,1,3,3,3,1,1,0,1
4069,1,36,307,0,2,2,4,0,1,2,3,3,3,1,1,10,1
4070,1,4,307,103,2,1,2,0,3,1,2,1,2,1,1,0,1
4071,1,120,189,0,1,1,0,0,3,3,1,1,2,1,1,0,1
4072,2,5,265,254,2,7,0,0,1,2,1,1,2,1,1,0,0
4073,1,24,307,0,2,2,5,0,1,2,3,3,3,1,1,0,0
4074,2,2,266,0,1,1,6,0,1,1,2,2,2,1,1,0,0
4075,1,3,307,0,1,2,0,0,2,1,2,1,2,1,1,0,0
4076,1,4,307,0,1,1,0,0,2,1,1,1,2,1,1,0,0
4077,2,4,264,0,1,1,0,0,1,3,2,1,2,1,1,0,0
4078,2,3,266,264,3,2,7,0,1,1,2,1,2,2,2,10,0
4079,1,6,307,0,2,7,0,0,2,1,1,1,2,1,1,0,0
4080,1,36,20,0,1,1,2,5,2,2,3,1,3,1,1,0,0
4081,1,3,307,0,3,1,2,7,2,1,2,2,2,1,3,0,1
4082,1,60,173,307,1,2,7,0,2,1,1,1,1,1,1,300,0
4083,2,2,266,0,2,2,4,0,1,1,3,3,3,1,1,0,1
4084,1,5,307,307,1,2,0,0,2,1,2,2,3,1,4,0,1
4085,1,1,307,0,3,5,7,0,1,2,2,2,2,1,2,0,1
4086,2,60,266,0,1,3,7,0,2,1,1,1,1,1,1,0,1
4087,2,2,252,299,2,1,0,0,2,2,2,1,2,1,1,150,0
4088,1,24,179,0,1,5,0,0,1,2,1,1,1,1,1,250,0
4089,2,3,299,0,2,1,2,0,1,2,2,1,2,1,2,50,0
4090,1,1,307,0,1,1,2,3,2,1,2,2,3,1,6,1,1
4091,2,2,266,0,1,7,0,0,2,1,2,2,2,1,2,0,0
4092,2,24,292,0,2,2,5,0,2,1,2,1,2,1,1,100,1
4093,2,9,266,266,2,1,7,0,2,2,2,1,2,1,1,0,1
4094,2,2,266,0,3,2,6,7,2,1,2,2,2,1,2,0,0
4095,1,3,307,75,2,1,2,4,2,1,2,2,2,1,1,0,1
4096,1,1,307,0,3,1,2,0,1,1,2,2,3,1,2,0,1
4097,2,2,266,0,2,2,0,0,2,1,1,1,2,1,1,100,1
4098,1,3,307,0,1,5,0,0,3,1,2,2,2,1,1,50,0
4099,1,2,307,0,1,5,0,0,2,1,2,2,2,1,1,0,0
4100,1,1,307,0,3,1,2,0,2,1,2,2,2,1,5,0,0
4101,2,1,266,0,1,1,7,0,1,1,2,2,2,1,1,0,0
4102,1,48,307,0,2,5,7,0,2,1,1,1,1,1,1,100,1
4103,1,4,307,0,2,2,0,0,2,1,1,1,2,1,1,0,1
4104,2,2,266,0,2,2,6,7,2,1,2,2,2,1,1,0,0
4105,2,1,264,266,3,1,2,7,1,2,2,2,2,1,3,0,0
4106,1,2,307,0,2,1,2,0,1,1,1,1,2,1,1,0,0
4107,2,6,292,266,1,3,0,0,2,2,2,2,2,1,1,0,0
4108,2,4,292,0,2,7,0,0,1,1,1,1,2,1,1,0,0
4109,1,1,307,0,2,1,2,0,2,2,2,2,2,1,1,0,0
4110,1,3,141,307,2,5,0,0,2,1,1,1,1,1,2,0,0
4111,1,3,307,307,2,1,0,0,2,2,1,1,2,1,1,0,1
4112,2,4,285,265,2,7,0,0,2,3,2,1,2,1,1,300,0
4113,1,4,307,117,2,5,0,0,3,1,1,1,1,1,1,0,1
4114,2,2,266,0,1,1,0,0,2,1,1,1,2,1,1,0,0
4115,1,3,307,0,2,1,0,0,2,1,2,2,2,1,1,0,1
4116,1,2,307,0,3,1,2,5,2,1,2,2,2,1,6,0,0
4117,1,2,31,307,2,1,2,0,2,1,3,3,2,1,1,0,1
4118,1,1,307,0,2,1,2,4,3,2,2,2,2,1,7,0,1
4119,2,14,265,0,2,2,0,0,2,3,2,1,3,1,1,0,1
4120,1,8,307,0,1,1,2,0,2,1,3,3,1,1,1,0,1
4121,1,24,307,307,2,7,0,0,2,1,1,1,1,1,1,0,0
4122,1,4,307,307,3,2,4,7,2,2,2,2,2,1,4,0,1
4123,1,3,307,0,1,1,0,0,2,1,2,2,2,1,1,0,0
4124,2,4,299,265,1,1,4,7,1,2,1,1,2,1,1,0,0
4125,2,2,266,266,1,4,7,0,2,1,2,2,2,1,1,0,0
4126,2,1,299,0,2,1,7,0,1,1,2,2,2,1,1,0,0
4127,2,3,299,0,1,1,2,4,2,1,2,2,2,1,1,0,1
4128,1,2,307,0,3,1,7,0,3,1,3,3,3,1,7,0,0
4129,1,0,307,307,3,1,2,7,1,1,2,2,2,1,8,0,1
4130,1,2,307,0,2,7,0,0,2,1,2,2,2,1,1,20,0
4131,1,9,141,227,1,1,0,0,3,1,3,1,2,1,1,0,0
4132,2,2,266,265,1,2,7,0,2,2,2,1,2,2,2,0,1
